,MSFT,MSFT_bid,MSFT_ask,MSFT_vol
2023-02-10,408.03,408.02,408.03,507930.0
2023-02-13,412.82,412.82,412.83,451201.0
2023-02-14,412.67,412.66,412.67,641086.0
2023-02-15,414.0,413.99,414.0,419268.0
2023-02-16,408.34,408.34,408.34,589450.0
2023-02-17,407.25,407.24,407.25,584882.0
2023-02-21,399.13,399.13,399.14,558367.0
2023-02-22,398.6,398.59,398.6,602201.0
2023-02-23,400.64,400.64,400.65,737329.0
2023-02-24,396.39,396.39,396.4,796867.0
2023-02-27,397.72,397.71,397.72,602149.0
2023-02-28,396.19,396.19,396.2,613838.0
2023-03-01,394.79,394.78,394.79,697636.0
2023-03-02,397.79,397.78,397.79,633131.0
2023-03-03,404.13,404.12,404.13,637884.0
2023-03-06,404.47,404.46,404.47,536647.0
2023-03-07,398.28,398.27,398.28,794676.0
2023-03-08,398.92,398.91,398.92,570346.0
2023-03-09,391.6,391.59,391.6,846270.0
2023-03-10,385.92,385.92,385.92,1294057.0
2023-03-13,385.3,385.29,385.3,1050469.0
2023-03-14,391.69,391.69,391.7,1020953.0
2023-03-15,389.36,389.35,389.36,1168739.0
2023-03-16,396.04,396.03,396.04,999440.0
2023-03-17,390.13,390.12,390.13,851091.0
2023-03-20,393.66,393.65,393.66,670787.0
2023-03-21,398.88,398.87,398.88,596915.0
2023-03-22,392.13,392.13,392.14,808529.0
2023-03-23,393.13,393.13,393.13,872620.0
2023-03-24,395.73,395.72,395.73,753098.0
2023-03-27,396.45,396.45,396.46,530270.0
2023-03-28,395.66,395.65,395.66,456700.0
2023-03-29,401.35,401.34,401.35,541622.0
2023-03-30,403.69,403.69,403.7,509130.0
2023-03-31,409.37,409.36,409.37,690341.0
2023-04-03,410.93,410.92,410.93,493462.0
2023-04-04,408.72,408.71,408.72,499306.0
2023-04-05,407.66,407.65,407.66,482461.0
2023-04-06,409.2,409.2,409.21,452897.0
2023-04-10,409.67,409.66,409.67,452668.0
2023-04-11,409.7,409.7,409.71,389260.0
2023-04-12,408.07,408.07,408.08,622961.0
2023-04-13,413.44,413.44,413.45,575612.0
2023-04-14,412.5,412.49,412.5,570855.0
2023-04-17,413.94,413.94,413.95,471644.0
2023-04-18,414.22,414.21,414.22,471697.0
2023-04-19,414.2,414.2,414.21,419969.0
2023-04-20,411.88,411.87,411.88,562877.0
2023-04-21,412.18,412.17,412.18,494958.0
2023-04-24,412.63,412.62,412.63,443718.0
2023-04-25,406.13,406.12,406.13,618166.0
2023-04-26,404.37,404.36,404.37,568292.0
2023-04-27,412.39,412.39,412.4,642267.0
2023-04-28,415.93,415.92,415.93,616277.0
2023-05-01,415.53,415.52,415.53,463781.0
2023-05-02,410.88,410.87,410.88,766880.0
2023-05-03,407.99,407.98,407.99,692513.0
2023-05-04,405.18,405.17,405.18,678132.0
2023-05-05,412.61,412.6,412.61,587044.0
2023-05-08,412.8,412.79,412.8,384708.0
2023-05-09,410.98,410.97,410.98,343197.0
2023-05-10,412.8,412.79,412.8,676408.0
2023-05-11,412.17,412.16,412.17,500242.0
2023-05-12,411.62,411.61,411.62,490415.0
2023-05-15,413.0,413.0,413.01,400986.0
2023-05-16,410.25,410.25,410.26,415700.0
2023-05-17,415.2,415.2,415.21,589347.0
2023-05-18,419.23,419.22,419.23,642048.0
2023-05-19,418.62,418.61,418.62,609401.0
2023-05-22,418.78,418.77,418.78,454961.0
2023-05-23,414.09,414.08,414.09,588501.0
2023-05-24,411.09,411.08,411.09,616753.0
2023-05-25,414.63,414.62,414.63,613242.0
2023-05-26,419.98,419.97,419.98,593366.0
2023-05-30,420.17,420.16,420.17,532100.0
2023-05-31,417.83,417.82,417.84,642888.0
2023-06-01,421.81,421.81,421.82,648324.0
2023-06-02,427.91,427.9,427.91,637718.0
2023-06-05,427.09,427.08,427.09,486841.0
2023-06-06,428.04,428.03,428.04,460365.0
2023-06-07,426.6,426.59,426.6,588837.0
2023-06-08,429.12,429.11,429.12,449977.0
2023-06-09,429.89,429.89,429.9,554996.0
2023-06-12,433.8,433.79,433.8,505272.0
2023-06-13,436.66,436.66,436.66,614251.0
2023-06-14,437.18,437.17,437.18,677477.0
2023-06-15,442.6,442.59,442.6,736107.0
2023-06-16,439.42,439.41,439.42,619821.0
2023-06-20,437.23,437.22,437.23,528849.0
2023-06-21,434.94,434.93,434.94,535892.0
2023-06-22,436.55,436.54,436.55,456515.0
2023-06-23,433.2,433.2,433.21,569561.0
2023-06-26,431.43,431.42,431.43,499410.0
2023-06-27,436.13,436.13,436.14,499010.0
2023-06-28,436.38,436.38,436.39,544865.0
2023-06-29,438.14,438.14,438.15,473115.0
