,MSFT,MSFT_bid,MSFT_ask,MSFT_vol
2023-06-30,42.28,42.28,42.28,3395405.0
2023-07-03,42.41,42.41,42.41,1390733.0
2023-07-05,42.32,42.32,42.32,2330324.0
2023-07-06,42.1,42.1,42.1,2036914.0
2023-07-07,42.51,42.5,42.51,2492673.0
2023-07-10,42.19,42.18,42.19,2428538.0
2023-07-11,42.4,42.4,42.4,2011280.0
2023-07-12,43.9,43.9,43.91,3260576.0
2023-07-13,45.98,45.98,45.98,3246238.0
2023-07-14,45.47,45.47,45.47,5631403.0
2023-07-17,46.47,46.47,46.47,3740974.0
2023-07-18,47.5,47.49,47.5,4106538.0
2023-07-19,47.07,47.07,47.08,3048132.0
2023-07-20,45.52,45.52,45.52,3735244.0
2023-07-21,44.31,44.31,44.31,3848389.0
2023-07-24,44.62,44.61,44.62,2614241.0
2023-07-25,45.67,45.66,45.67,2437773.0
2023-07-26,45.46,45.45,45.46,2620451.0
2023-07-27,45.9,45.9,45.91,3334398.0
2023-07-28,46.74,46.74,46.74,2292691.0
2023-07-31,46.74,46.74,46.74,1738780.0
2023-08-01,46.51,46.51,46.52,1662999.0
2023-08-02,44.27,44.26,44.28,3809548.0
2023-08-03,44.51,44.51,44.52,2274748.0
2023-08-04,44.69,44.69,44.7,2496995.0
2023-08-07,45.42,45.41,45.42,2278918.0
2023-08-08,44.66,44.66,44.67,2558773.0
2023-08-09,42.56,42.55,42.58,4288688.0
2023-08-10,42.39,42.39,42.39,3590772.0
2023-08-11,40.86,40.86,40.87,3915124.0
2023-08-14,43.76,43.76,43.77,4989364.0
2023-08-15,43.94,43.94,43.94,5013936.0
2023-08-16,43.48,43.48,43.48,3703119.0
2023-08-17,43.34,43.34,43.34,3137817.0
2023-08-18,43.3,43.29,43.3,4453806.0
2023-08-21,46.96,46.95,46.97,4838038.0
2023-08-22,45.68,45.67,45.69,5534963.0
2023-08-23,47.11,47.09,47.13,4323300.0
2023-08-24,47.17,47.16,47.18,8007804.0
2023-08-25,46.01,46.0,46.02,6923231.0
2023-08-28,46.82,46.82,46.83,5099889.0
2023-08-29,48.79,48.78,48.79,5265732.0
2023-08-30,49.26,49.26,49.27,5265766.0
2023-08-31,49.37,49.36,49.37,3500872.0
2023-09-01,48.52,48.51,48.53,3406986.0
2023-09-05,48.54,48.54,48.55,2703810.0
2023-09-06,47.06,47.06,47.06,3430795.0
2023-09-07,46.22,46.22,46.22,3006204.0
2023-09-08,45.57,45.56,45.57,3209995.0
2023-09-11,45.18,45.17,45.18,3310298.0
2023-09-12,44.87,44.87,44.87,2445088.0
2023-09-13,45.49,45.49,45.5,2837881.0
2023-09-14,45.59,45.58,45.59,2568143.0
2023-09-15,43.9,43.89,43.9,3174709.0
2023-09-18,43.96,43.95,43.96,3699151.0
2023-09-19,43.52,43.51,43.52,2743359.0
2023-09-20,42.23,42.23,42.23,2649583.0
2023-09-21,41.01,41.0,41.01,3250472.0
2023-09-22,41.62,41.61,41.63,3455739.0
2023-09-25,42.23,42.23,42.23,3094342.0
2023-09-26,41.92,41.91,41.92,2934776.0
2023-09-27,42.48,42.47,42.49,3364198.0
2023-09-28,43.06,43.06,43.07,3275674.0
2023-09-29,43.49,43.49,43.5,2936739.0
2023-10-02,44.79,44.78,44.8,3272196.0
2023-10-03,43.54,43.53,43.54,3516122.0
2023-10-04,44.01,44.01,44.01,2652887.0
2023-10-05,44.68,44.67,44.68,2845634.0
2023-10-06,45.76,45.76,45.76,3049751.0
2023-10-09,45.27,45.27,45.27,2949829.0
2023-10-10,45.8,45.79,45.8,2630068.0
2023-10-11,46.81,46.8,46.81,2769901.0
2023-10-12,46.94,46.94,46.95,3582161.0
2023-10-13,45.47,45.46,45.48,3384010.0
2023-10-16,46.08,46.08,46.09,2709653.0
2023-10-17,43.95,43.95,43.95,5953949.0
2023-10-18,42.19,42.19,42.2,4547396.0
2023-10-19,42.09,42.08,42.09,3580416.0
2023-10-20,41.38,41.37,41.38,3542367.0
2023-10-23,42.98,42.98,42.98,3441156.0
2023-10-24,43.66,43.66,43.66,2775510.0
2023-10-25,41.76,41.76,41.76,2732385.0
2023-10-26,40.27,40.27,40.28,3787936.0
2023-10-27,40.5,40.5,40.51,3077267.0
2023-10-30,41.16,41.15,41.16,2801394.0
2023-10-31,40.77,40.76,40.78,3813097.0
2023-11-01,42.32,42.31,42.33,3168563.0
2023-11-02,43.51,43.51,43.51,2892543.0
2023-11-03,45.0,45.0,45.01,3020181.0
2023-11-06,45.76,45.75,45.76,3008263.0
2023-11-07,45.95,45.95,45.96,2491667.0
2023-11-08,46.58,46.58,46.58,2541724.0
