,MSFT,MSFT_bid,MSFT_ask,MSFT_vol
2006-05-08,132.41,132.4,132.41,247667.0
2006-05-09,132.63,132.62,132.63,234315.0
2006-05-10,132.51,132.51,132.51,507911.0
2006-05-11,130.97,130.96,130.97,706050.0
2006-05-12,129.27,129.26,129.27,867331.0
2006-05-15,129.55,129.54,129.55,787220.0
2006-05-16,129.34,129.33,129.34,537005.0
2006-05-17,126.84,126.84,126.85,1269031.0
2006-05-18,126.23,126.21,126.25,794392.0
2006-05-19,127.03,127.03,127.04,1123727.0
2006-05-22,126.17,126.16,126.17,991870.0
2006-05-23,125.2,125.2,125.21,749916.0
2006-05-24,126.17,126.16,126.18,1491583.0
2006-05-25,127.68,127.67,127.69,663996.0
2006-05-26,128.35,128.32,128.38,464693.0
2006-05-30,126.12,126.11,126.13,602169.0
2006-05-31,127.48,127.47,127.48,785040.0
2006-06-01,128.77,128.76,128.77,612353.0
2006-06-02,129.03,129.02,129.03,754599.0
2006-06-05,127.17,127.16,127.18,771357.0
2006-06-06,126.8,126.79,126.8,1188797.0
2006-06-07,125.88,125.87,125.88,973271.0
2006-06-08,125.83,125.83,125.83,1892206.0
2006-06-09,125.37,125.35,125.39,838785.0
2006-06-12,123.98,123.97,123.99,873783.0
2006-06-13,122.56,122.56,122.57,1546733.0
2006-06-14,123.5,123.49,123.5,1250778.0
2006-06-15,126.07,126.06,126.08,1130617.0
2006-06-16,124.77,124.75,124.78,812740.0
2006-06-19,123.64,123.63,123.64,815963.0
2006-06-20,124.06,124.05,124.06,603137.0
2006-06-21,125.09,125.08,125.1,684744.0
2006-06-22,124.47,124.46,124.47,686024.0
2006-06-23,124.44,124.43,124.44,496660.0
2006-06-26,124.97,124.97,124.96,351644.0
2006-06-27,123.91,123.9,123.91,634460.0
2006-06-28,124.77,124.76,124.77,555699.0
2006-06-29,127.2,127.2,127.21,891179.0
2006-06-30,127.24,127.23,127.25,487159.0
2006-07-03,127.98,127.97,127.98,203722.0
2006-07-05,127.09,127.08,127.1,591471.0
2006-07-06,127.42,127.41,127.42,442462.0
2006-07-07,126.63,126.61,126.65,594501.0
2006-07-10,126.84,126.84,126.85,518914.0
2006-07-11,127.39,127.38,127.4,682483.0
2006-07-12,126.07,126.06,126.08,789650.0
2006-07-13,124.02,124.01,124.02,893898.0
2006-07-14,123.55,123.54,123.55,925392.0
2006-07-17,123.37,123.37,123.36,764612.0
2006-07-18,123.89,123.87,123.92,1101425.0
2006-07-19,125.89,125.87,125.9,1100809.0
2006-07-20,125.13,125.1,125.15,1036626.0
2006-07-21,123.95,123.86,124.05,907409.0
